2079,68491
2831,45990
2835,45990
3614,44936
5032,65131
10485,41203
14021,26570
14022,26570
15965,66421
15973,36083
19558,25823
20474,7820
20846,24531
22523,26215
23187,51683
28290,59330
28292,58529
28295,24092
28295,50878
28295,64485
28296,38475
28296,53673
28297,38475
28297,53673
33124,63522
34895,61890
34895,62721
35866,36187
36102,8520
36102,63522
36143,28228
43896,41344
47282,57241
53114,40496
53261,4088
53261,68316
57693,34519
58300,65931
63082,14284
63089,41174
64904,32726
64910,43893
65462,47980
65721,34290
68683,28402
68683,52587
68829,60843
68830,60843
68831,60843
68832,60843
68833,48210
68834,24984
68835,60843
68836,60843
68837,60843
68838,48210
68839,48210
68840,24984
68841,60843
68842,60843
68843,60843
68844,24984
68845,60843
68846,60843
68847,60843
68848,24984
68849,60843
68850,48210
68851,60843
68879,60843
68881,60843
68887,48210
68891,26383
68892,64642
68901,26383
68908,48210
68909,60843
68926,48210
68936,58260
68936,60843
70130,18849
70879,31115
70879,63307
72595,28947
77710,38428
77796,38428
79537,50198
82433,15488
82547,3916
87201,29798
88494,44053
89472,4901
89472,33445
91195,58617
91237,32365
93510,51176
100182,10111
100182,39666
100182,55367
108211,28451
108211,44720
108222,39209
108256,31014
108259,31014
108316,31014
108316,55519
108323,31014
108342,31014
108348,31014
108353,55519
108374,31014
108374,58450
108393,12214
108399,31014
108421,41657
108422,31014
108437,31014
108485,41657
108491,31014
108508,31014
108518,11458
108518,20515
108518,31015
108520,10604
110034,64728
110500,19712
110502,27504
110557,9081
110648,20507
115792,2644
115792,9141
115792,36714
115792,42032
115792,54119
116900,45220
120940,63241
121059,7878
121059,22894
121059,41195
121059,49947
121059,62000
121570,54117
122477,40731
124282,49963
128198,22398
129010,58595
129282,26522
129500,34422
139310,33441
139313,33441
152701,559
154633,8255
160378,62346
160821,33763
162135,56252
162378,60026
166910,57532
167147,47485
168178,57334
174719,8371
175090,15292
175091,16592
176011,58819
176020,14123
176025,61164
176027,46735
176250,62548
176250,66951
182452,31043
182969,61511
186492,47357
189450,16695
190254,5616
192043,9141
192043,9142
192043,22378
192043,22381
192043,42028
192773,9504
196952,53476
202730,3588
202730,64821
203897,6552
203897,30136
204906,22398
205278,65642
205283,65642
205285,65642
205286,65642
205288,65642
205290,65642
205296,65642
205304,65642
205306,65642
206121,28900
206406,4540
206406,21221
206486,20382
208922,49588
210029,6893
210032,35995
210033,45928
210038,58533
210039,29271
210046,35995
210048,54545
210049,35995
210053,25650
210091,41629
210994,1896
210994,2644
210994,38907
210994,40572
210994,52224
212387,18723
214569,25650
214569,26138
214715,33998
217161,32486
218263,11221
218422,14596
218422,36517
218689,66077
222156,7731
224268,1296
227734,26391
229291,50553
229362,24331
233720,25315
237634,64668
240708,33151
241186,19961
243567,5201
243585,61322
243620,67033
244295,25650
244296,54804
244297,27068
244298,68324
244299,54688
244314,26193
244986,12665
245476,38234
247692,1959
247890,36920
253000,61557
254370,39470
255389,63061
256986,59009
258055,4000
258393,9010
260346,27488
266929,35112
267393,42747
268946,31379
270623,51187
271859,3379
281695,54194
282132,55502
282177,35126
282177,50889
282776,28397
285428,40785
292296,23017
294992,4863
295089,4863
295415,17064
296069,29890
296791,40572
296791,42032
296791,52224
302378,15761
305438,39519
305451,46795
308866,1296
314685,2015
314685,52459
318654,21939
320619,66185
320689,25140
322231,21567
324893,6220
325420,51721
325555,23532
327376,33742
327488,61511
328245,13131
328918,403
332061,16808
345389,16684
347579,3848
350692,50081
352421,61129
353554,23296
364102,18238
365756,13526
366382,39053
367173,28687
372308,24878
373689,30090
375681,42080
375682,42080
375683,42080
375911,30344
376431,34840
376780,28368
376948,43631
377171,56727
377231,56727
377802,49056
378808,64981
379401,23597
379401,65190
380938,67371
380957,67371
380959,67371
380987,67371
381067,67371
381078,67371
381186,67371
382189,18827
382280,23140
382282,20829
382283,52202
382284,56044
384166,20345
384167,20345
384170,1644
384177,20345
384200,20345
384223,20345
384228,20345
384229,5405
384233,51324
384237,20345
384409,4963
384741,5689
384744,5689
384870,44935
385265,48509
385318,46908
385318,48504
385318,49851
386448,2644
386448,14443
386448,40572
386448,50315
386448,63522
392143,45869
392463,32875
413910,45458
414069,45822
414656,2623
423774,13866
425179,66839
425182,23033
425182,23192
425182,38401
430057,6337
430059,6337
430060,6337
430061,6337
430062,6337
430063,6337
430066,6337
430067,6337
430070,6337
430071,6337
430072,6337
432183,54921
436749,50311
440610,52134
442668,13311
443291,22558
448671,27937
455253,5970
455267,5970
455278,5970
455284,5970
455293,5970
455295,5970
455301,5970
455302,5970
455305,5970
455309,5970
460247,50792
460492,20682
460840,50928
461344,6283
464143,53377
464152,53377
464155,53377
464158,53375
464644,5270
464644,33441
465071,34573
465080,16200
465082,14368
465084,16200
465085,34010
465088,55523
465152,54587
465695,38060
468201,27874
469626,45474
478494,35043
479017,42250
481994,35185
482893,63121
485872,36401
485917,66077
487671,51197
490268,45126
492140,15155
494275,14864
494805,56395
497220,55547
499766,26764
500057,23512
500065,23512
500116,23512
500118,23512
500265,44634
500266,32764
500642,67992
500644,6520
500646,6520
500647,26138
500648,7216
501012,48040
502097,65384
502503,51057
503509,26232
504312,21303
508049,38212
508675,57712
511440,62757
511540,849
512816,13847
513652,7958
514119,35784
521643,29910
521644,29910
521645,29910
522150,58669
522449,33457
522449,34290
522677,43489
522678,43489
522684,43489
522685,43489
522686,43489
522688,43489
522689,43489
523092,52713
524719,43471
524722,5353
524724,25778
524725,7735
524725,43471
524725,49418
524727,45928
524733,43471
524735,59156
531989,2298
536556,16808
537028,48292
541858,43268
543132,26818
544168,36486
545573,48210
545610,61005
545825,15670
550004,28771
550990,48509
555151,32037
556313,17690
556316,17690
556318,17690
556320,17690
557370,61958
557383,58669
557394,53377
557404,58669
557419,31367
565433,53966
569412,8083
570322,54778
570324,48027
573101,20828
573697,58819
577525,45861
582169,65746
582171,65746
582173,65746
582174,65746
582175,65746
582176,65746
582177,65746
582179,65746
582180,65746
582181,65746
582182,65746
582184,65746
582205,65746
582212,65746
582215,65746
582216,65746
582219,65746
586739,147
586739,24331
588785,29798
601833,51057
602748,26138
602762,50916
602782,50916
602783,50916
602792,50916
602793,36334
603451,65384
603452,54638
603458,53012
604392,669
604392,28647
605784,46802
614145,9145
629808,55846
629808,58866
640340,67042
643125,66282
644032,33998
644104,66677
644388,12964
644925,8766
645087,28771
645103,28771
646166,1384
646167,1384
646244,4008
646901,68248
646990,8474
652864,24625
653107,38225
655906,43734
658442,11150
658659,49321
659903,1296
660691,23933
660691,42056
662601,46003
663042,62501
663344,31657
663363,26193
664881,5325
679301,35258
681119,26232
681120,39769
681121,26232
681122,39769
683840,8255
683884,16423
684669,48525
689703,25583
690432,3374
690432,15598
692584,22962
693114,45251
694353,36093
694437,32318
695779,18027
701815,9483
704749,30219
706027,60576
708435,2457
710208,61211
710396,5816
711417,8228
711676,2911
711676,31683
712142,47094
714034,59069
714283,8094
714431,43891
719113,19351
721896,13123
722696,58762
725688,1790
726575,53003
727643,32318
730947,31064
731770,9107
732694,48165
732704,43631
733092,66416
733655,10941
734481,11249
735309,19010
737790,61013
739352,15979
740686,68480
742897,33948
743228,9485
743230,25602
743233,26138
744759,62076
744764,63324
744766,40198
744767,62076
744768,57901
744769,39177
744779,32967
744780,39045
744781,36735
744783,26031
744784,34849
744785,61145
744789,31821
744791,18149
744792,19179
744793,26031
744794,18487
744798,59241
744799,1213
744799,64203
744800,17097
744801,50131
745353,54360
745353,55810
755302,24331
757896,35729
758320,27830
771620,28843
774862,23140
782168,16846
782168,59069
783939,27762
785377,13952
785377,62081
786026,50305
787624,8083
787994,68487
793871,18027
800740,17706
804425,24333
806497,62787
807948,65931
808245,32790
811619,54096
813807,21917
814145,2250
815194,20683
815203,49654
815208,67367
815213,49477
815295,53257
815316,44754
815323,39726
815348,31916
815348,46840
815363,32498
815391,62804
815403,44754
815444,5594
815444,58861
815448,67367
815457,61965
815492,7550
816916,58472
817046,25583
817108,16481
818197,66663
819694,16695
819694,68145
821499,7588
829272,26063
829719,31198
834139,12636
835977,5424
841555,13065
842717,41027
849473,40597
849524,57563
851288,61825
852295,55294
857867,1011
857867,32009
859565,10220
860609,41754
864641,58055
864642,58055
864643,58055
864644,58055
864645,60199
864645,67528
864646,58055
864851,54921
869782,65021
870211,24951
870211,25259
871202,43631
871227,15571
871401,23140
872018,707
873421,14117
874657,56679
878354,15710
879267,5582
879905,24520
880740,28228
880740,50978
882088,13295
882088,57619
882088,64539
885373,6712
885373,27700
904671,34016
904671,39635
922040,16937
923300,27429
923888,11703
924086,33763
924187,38094
925721,15652
926305,61530
928896,25634
928896,55747
929457,17204
933291,3478
933291,11486
933291,12597
933291,19295
933291,68512
933313,3478
933313,11486
933313,12597
933313,19295
933313,68512
934122,23313
934271,30342
934637,68315
935070,51683
935173,62595
940838,18824
942755,64607
944978,13319
945082,51244
945083,51244
945087,51244
945088,51244
945090,51244
945093,51244
945097,51244
945099,51244
945105,51244
945364,18093
945454,38299
945992,38088
945992,52042
946258,36187
947074,5636
947079,5636
947084,5636
947089,29910
947405,64369
947799,55278
951177,58335
952282,58833
955211,27955
955224,15246
955995,21407
955997,32164
956091,13897
956870,63830
957172,15309
963394,8324
963395,54924
963398,48019
963403,8324
963406,8324
963407,8324
963415,8324
963416,54924
963424,8324
963426,48019
963432,54924
963436,8324
963444,8324
963453,8324
963454,8324
963509,49963
963657,49963
963833,35219
969843,49909
969848,11948
969863,49909
970137,3199
971054,45251
971394,22676
971880,29527
974556,15249
976361,68485
979611,11464
980119,57889
981030,50958
982434,49963
982434,57918
986005,46321
987419,43194
989680,34574
1002559,849
1005001,28771
1005001,53257
1007905,68353
1010263,40782
1010433,11448
1012130,2387
1021119,20747
1022443,19179
1024318,32486
1024355,15074
1024355,50006
1029774,29271
1029775,32074
1029779,29271
1033749,37436
1033978,61636
1034690,50928
1040234,22112
1040813,23809
1041988,4119
1042693,54844
1045264,15488
1046661,60604
1049647,20730
1051479,49344
1059027,21733
1060805,7211
1062702,61825
1062968,8329
1064029,57955
1065340,39283
1067171,26060
1067463,55143
1067468,55142
1067474,55143
1067476,55143
1067478,55143
1067944,23809
1069746,57703
1070594,20222
1070594,67394
1072169,10941
1072616,68177
1077333,45032
1078105,44054
1079551,28009
1079551,44865
1083580,25650
1084063,7046
1084396,50961
1085106,45824
1085878,3917
1086230,403
1086274,63780
1087486,16981
1091467,66232
1099620,18077
1099620,68451
1099950,11700
1099957,63142
1099965,63142
1099969,34554
1101104,15249
1101104,67839
1103054,26187
1103093,791
1103093,11614
1103093,52738
1103093,62553
1103570,3325
1103731,64152
1106532,8500
1108526,35260
1110144,42842
1111753,5474
1115786,13589
1117661,23904
1121808,7161
1122732,6179
1125655,63245
1126221,25845
1136975,24331
1139512,60912
1141694,8783
1141706,16633
1142378,67226
1143058,4175
1143058,17846
1143063,16809
1145786,4048
1145837,22398
1148233,41229
1151423,62501
1154488,12742
1154489,2145
1154498,48022
1159307,8474
1161213,59073
1163437,59299
1164031,60454
1164046,60843
1166039,31970
1166805,6673
