92608,6.6,105
92667,5.6,28
92942,8.4,12
92972,8.6,7
93510,7.1,962
93784,8.7,7
93868,7.7,35
95496,6.7,14
95508,7.6,16
95932,8.4,7
96131,7.5,8
96695,7.9,63
99425,8.4,21
99429,7.0,31
99446,8.0,68
99450,2.9,14
100182,5.3,87
100515,6.1,587
100895,7.4,51
101755,6.9,321
101895,6.5,13
102750,8.0,51
104235,6.2,32
106051,5.5,15385
106946,4.0,8
107625,8.4,5
108018,4.9,14
108096,7.5,2359
108211,7.7,51
108218,7.4,48
108222,7.2,26
108235,8.2,69
108256,7.4,30
108259,8.4,53
108316,8.0,37
108323,7.4,98
108330,7.4,29
108342,7.4,14
108343,7.2,72
108348,6.7,46
108350,6.6,37
108353,5.8,12
108359,8.4,37
108374,8.1,25
108378,8.0,35
108393,7.8,50
108399,8.0,71
108421,7.9,64
108422,8.1,16
108423,8.1,55
108431,7.5,19
108437,7.9,95
108462,7.5,135
108467,7.5,12
108485,7.2,28
108490,7.4,68
108491,7.7,43
108505,8.3,61
108508,8.0,100
108518,6.7,14
108520,7.2,129
109281,9.2,6
110034,3.3,160
110462,7.3,33
110466,8.0,279
110467,7.8,365
110486,7.8,442
110500,6.0,59
110502,8.0,40
110506,7.3,90
110507,7.7,231
110512,8.1,162
110515,5.6,91
110519,6.8,29
110531,7.5,64
110535,8.0,48
110543,5.7,37
110546,9.0,179
110548,7.9,42
110551,7.8,435
110553,6.8,131
110557,7.7,58
110569,5.9,54
110578,8.2,79
110594,7.5,34
110595,6.5,49
110599,8.0,46
110602,7.1,142
110608,7.1,49
110623,8.0,60
110640,7.8,45
110643,8.1,516
110645,8.2,171
110648,7.9,49
112258,7.0,160
113499,8.4,42
113506,7.1,14
113923,3.0,5
113937,8.4,18
113938,5.1,11
114391,6.0,31
114791,8.3,575
115586,8.2,13
115766,8.5,61
115792,5.3,177
116010,7.5,11
116517,8.5,15
116828,9.0,5
116900,8.2,23
117014,7.6,24
117016,3.8,21
117679,2.5,20
117744,4.3,37
117781,6.5,48
117885,8.2,12
117911,5.8,23
118271,7.7,505
118336,6.4,49
118337,6.0,11
118393,7.3,19
118729,7.7,111
120940,6.6,10
120948,7.1,15
121059,8.6,152
121268,7.1,14
121311,6.0,22
121570,8.4,16
121572,8.6,5
121673,7.6,52
121724,7.3,7
121761,6.3,13
121948,7.9,69
122054,6.7,6
122055,3.7,6
122477,7.2,15
123145,8.3,6
123623,5.1,20
123694,7.3,16
124282,5.0,65
125124,7.6,10
125823,8.4,7
126300,5.9,12
126352,5.8,5
126882,5.2,5
128026,6.2,57
128143,8.3,64
128196,6.3,120
128198,6.8,163
128467,8.3,46
128562,8.0,18
129010,7.8,23
129035,7.0,23
129282,7.4,5
129393,7.8,20
129500,6.8,5
133346,6.5,530
137937,7.2,10
139164,7.6,5
139240,7.8,5
139244,8.7,15
139310,7.3,9
139313,8.3,6
139711,3.9,15
139858,8.5,27
140075,6.9,15
140586,8.9,462
140700,8.0,8
140889,8.5,12
140911,8.3,30
141311,7.7,75
141913,6.8,13
141931,5.2,12
142149,6.2,19
145030,8.2,77
145032,6.5,17
145455,6.5,19
145612,7.0,146
145638,8.9,893
145651,7.8,6
147013,4.6,5
147014,5.1,3918
147146,8.1,15
147319,8.2,17
147670,8.3,11
148070,2.3,37
148081,8.5,43
148157,3.5,1573
148387,7.0,82
149090,7.8,8
149709,6.1,181
149724,6.2,175
149840,7.7,24
149888,7.6,704
150179,6.9,46
150922,3.2,6
151744,7.8,58
152497,7.9,34
152556,8.2,5
152701,7.1,601
153642,8.5,6
153688,2.8,6
154406,7.5,88
154633,8.2,630
155092,3.7,9
158372,6.3,7
158385,8.1,34
158517,7.7,15
159333,7.9,56
159341,6.3,30
159513,7.8,9
159526,7.8,8
159615,8.1,125
160067,3.1,7
160138,6.4,47
160139,4.8,19
160280,5.7,50
160363,4.7,190
160368,4.2,466
160370,3.4,27
160375,6.3,10
160376,4.8,12
160377,6.8,250
160378,5.8,1318
160821,7.3,2930
160836,7.4,7
161119,7.6,25
161121,8.5,8
161196,7.2,424
161301,7.0,225
161503,8.1,34
162127,6.4,28
162135,6.5,93
162378,7.1,15
164438,6.4,11
164745,5.2,16
164832,8.0,5
164938,7.9,15
166847,7.6,60
166883,3.6,9
166910,6.7,8311
167073,8.0,27
167147,7.6,80
168178,6.6,18
168863,8.9,13
169100,6.8,12
169466,7.5,11
169502,6.6,5
170399,6.5,25
170409,8.4,27
170426,3.7,207
171520,7.0,7
171526,7.8,8
171588,3.6,5
171707,8.0,5
171776,7.2,12
171795,7.6,8
172409,5.3,27
172540,2.2,5
172833,1.8,20
172834,8.1,28
172938,5.8,5
173045,8.8,12
173061,7.4,126
173743,8.8,59
174649,8.2,11
174656,6.7,65
174657,2.0,21
174719,7.6,35
174756,5.5,25
175090,5.2,12
175091,6.1,11
175408,3.6,12
175915,4.6,9
176007,8.5,8
176009,7.8,22
176011,5.7,6
176020,7.5,15
176025,5.5,6
176027,8.4,137
176030,5.4,9
176036,7.6,19
176250,8.2,6
179393,9.0,5
179438,2.6,11
179964,5.2,6
180590,8.5,40
180769,5.8,18
180958,7.4,47
181050,7.6,43
181054,5.7,7
181060,3.8,12
181082,8.5,13
182140,7.9,11
182452,6.9,1404
182792,5.6,8
182969,8.2,5
183124,6.5,8
183672,6.7,11
183686,7.8,29
183759,7.5,14
184793,7.9,8
185064,4.7,42
185845,7.3,12
186221,8.1,862
186222,8.9,20
186260,8.6,5
186492,7.8,554
186533,3.4,22
187584,8.1,19
188270,4.8,8
188532,7.6,69
188832,3.6,14
189122,4.6,9
189229,3.6,411
189450,6.1,19
189459,5.6,10
189509,5.8,28
189584,7.8,123
189903,7.4,14
190190,7.4,75
190226,4.9,34
190254,7.5,1084
190890,6.0,5
191175,7.9,51
192043,3.8,67
192442,8.0,11
192482,8.1,14
192486,7.8,22
192773,9.1,620
192841,6.8,146
192863,7.1,72
193694,5.2,5
196674,7.8,39
196729,8.5,27
196731,6.6,7
196952,4.9,61
198046,7.4,14
198352,8.0,12
199473,6.8,5
199663,8.4,19
201150,3.8,45
201152,7.3,55
201528,2.1,11
202423,5.6,24
202730,6.6,239
202764,6.1,11
202905,7.2,15
203345,7.7,6
203897,5.5,8
204758,3.8,10
204906,6.8,109
205243,4.6,39
205254,5.8,16
205278,6.0,698
205283,5.9,1081
205285,5.7,797
205286,5.5,702
205288,6.3,1431
205290,5.8,706
205296,6.1,994
205304,6.1,1110
205306,6.3,864
206018,7.8,6
206121,6.4,17
206130,3.6,17
206153,7.1,458
206298,7.4,207
206406,6.0,9
206457,8.7,310
206483,7.3,9
206486,5.8,36
207129,9.6,832
207508,7.8,5
207701,8.6,51
207731,5.6,10
207785,8.2,9
208426,7.7,7
208922,8.5,793
208993,6.9,166
209268,6.0,11
209535,4.7,225
209536,6.4,99
210024,7.5,25
210029,8.5,31
210032,7.5,42
210033,7.8,24
210038,7.4,35
210039,6.4,27
210046,7.9,27
210048,9.0,83
210049,7.2,30
210053,7.1,29
210091,7.0,6
210477,5.7,17
210896,6.2,287
210994,7.4,183
211911,7.6,7
211940,7.4,28
212178,7.0,7
212387,6.2,596
212500,5.9,9
212654,4.8,33
212775,2.5,175
212957,5.8,10
213853,7.0,5
213854,6.4,5
214021,3.3,49
214569,7.7,488
214715,6.8,118
214842,4.4,13
215580,8.2,37
215581,8.5,33
215657,5.2,288
215658,6.8,20
215910,8.6,82
215944,6.2,18
215984,5.8,534
216011,6.5,18
216728,8.1,249
217161,6.8,508
217491,6.5,19
218263,7.7,10
218408,7.7,27
218422,8.2,33
218423,8.3,33
218689,7.7,164
219053,6.5,50
219157,7.2,5
219951,5.1,274
220447,7.6,42
220600,7.5,260
221355,2.1,107
221959,8.0,25
222088,7.0,131
222104,5.1,9
222156,3.8,57
222439,5.8,10
222769,6.2,10
222864,8.4,38
223488,7.0,6
224268,3.6,13
225956,3.3,640
226811,6.0,54
227734,6.4,12
228314,7.8,20
229291,7.9,77
229362,2.9,11
230038,5.8,19
230300,8.4,18
230475,5.0,17
230595,7.3,53
230733,8.0,5
230805,5.9,8
231360,8.1,7
232031,6.8,28
232197,8.2,33
232274,5.8,9
233720,6.5,17
234279,7.6,50
234299,7.2,44
234349,7.4,48
234354,8.2,59
234397,3.5,56
234400,6.8,31
234401,7.2,28
234425,4.8,174
234427,7.8,35
234447,7.8,38
234450,7.2,37
234480,6.6,58
234481,3.9,52
234532,7.9,59
234540,7.8,37
234557,8.1,38
234563,7.3,39
234570,6.2,56
234575,7.6,38
234602,8.5,46
234610,8.1,39
234611,3.1,38
234670,8.4,47
234678,5.4,37
234684,8.0,42
234720,6.1,47
234753,6.6,28
234760,8.0,40
234765,8.0,43
234785,7.9,48
234795,8.2,79
234836,5.4,67
234847,5.9,49
234881,6.5,66
234904,7.0,39
234908,8.3,50
234913,6.9,43
234936,6.2,32
234978,6.9,35
234981,6.8,32
234996,6.6,30
235001,7.5,53
235016,2.4,38
235039,5.1,37
235057,3.3,35
235080,8.0,45
235090,7.6,31
235112,3.1,44
235125,8.0,35
235155,8.0,38
235221,7.9,61
235223,7.6,48
235260,5.4,57
235267,7.3,30
235316,4.6,43
235329,5.6,37
235331,6.8,31
235351,5.0,68
235375,6.9,49
235385,7.8,44
235400,6.2,103
235404,7.0,28
235415,2.2,36
235535,8.6,5
235574,5.2,193
235608,4.6,19
235609,6.6,27
236377,7.7,397
236428,8.0,728
236708,8.5,1534
236839,8.7,7
237274,8.1,26
237634,4.1,18
237943,8.1,37
238283,7.6,296
239077,8.2,24
239087,7.7,476
239541,8.4,12
240470,6.7,533
240634,7.6,52
240708,5.7,991
241176,6.6,8
241186,6.6,442
242073,6.2,12
243462,5.2,8
243550,5.2,6
243567,6.4,23
243570,6.7,27
243572,6.6,18
243574,7.6,31
243578,7.8,26
243585,6.9,101
243620,6.5,22
244295,7.3,24
244296,7.6,21
244297,7.1,21
244298,7.1,16
244299,7.1,16
244314,6.5,694
244982,8.6,15
244986,7.5,17
245432,5.7,33
245476,9.5,76
245674,6.5,11
245737,6.5,6
246903,6.7,110
247692,5.9,68
247890,7.4,21
248135,6.5,29
248237,7.7,17
248324,5.3,45
248365,8.8,185
249121,8.0,5
249181,7.1,27
249786,3.2,45
250101,7.7,12
250465,6.7,9
250655,7.7,9
250697,8.6,39
250715,5.3,15
251462,7.0,74
251603,7.0,14
251818,7.6,23
251880,6.9,13
251962,7.8,16
252660,5.1,12
252903,8.4,11
252950,6.2,12
252954,6.9,11
253000,6.2,10
253065,6.2,149
253068,5.1,10
253805,8.3,15
254370,7.6,387
254909,4.3,7
255100,6.7,11
255389,8.1,8
255417,3.9,336
256509,6.2,128
256986,7.2,134
257603,7.7,29
257726,4.6,812
258055,7.8,195
258393,8.6,1390
259660,6.2,13
259943,6.4,15
259984,7.5,40
260346,7.7,191
260917,7.4,7
260938,7.6,34
260959,6.0,26
261022,6.5,13
261381,2.5,94
261615,5.9,17
262715,6.6,92
262979,3.5,8
263569,7.6,5
266771,7.9,39
266929,6.4,28
267181,5.3,14
267211,4.8,33
267393,8.1,14
267641,7.0,163
268946,4.4,10
269705,7.6,5
270623,2.8,48
271745,7.6,8
271859,8.3,6
275508,6.8,50
275812,6.3,7
275967,7.9,9
276057,6.3,11
276143,5.8,494
276239,5.8,111
276491,7.4,546
277018,6.4,5
278994,8.1,16
279053,7.3,84
279336,7.5,10
279448,7.7,6
279488,8.2,72
279788,8.1,15
280518,6.8,579
280591,8.5,75
280696,7.7,30
281137,5.4,100
281333,6.2,5
281586,6.0,9
281695,8.4,38
281732,7.0,33
281835,6.6,270
282108,6.2,8
282132,8.6,97
282177,3.7,165
282186,7.2,8
282776,5.5,15
282809,7.0,22
282904,6.6,8
283602,3.1,283
283632,7.8,39
284504,6.9,22
284595,8.6,1780
285069,8.3,23
285428,6.5,56
285483,8.5,11
285665,6.9,30
285734,6.2,9
285805,8.7,42
285811,5.0,84
285812,2.0,274
286931,7.9,182
287030,6.8,15
287073,7.3,9
288680,4.4,851
291998,7.0,6
292219,6.6,10
292296,4.9,14
293773,7.3,6
294382,7.2,27
294391,8.6,21
294992,8.6,568
295089,8.4,535
295415,7.6,161
296069,7.1,70
296084,7.4,1540
296791,7.1,56
297107,7.9,7
297699,8.2,78
297880,2.4,8
298245,4.6,24
298516,7.9,9
299935,5.2,6
300076,2.3,7
300173,5.3,10
302378,8.2,5
302610,3.9,19
303165,6.8,12
303281,6.5,64
303709,7.5,12
303715,8.5,6
304014,5.3,36
304207,3.9,224
304723,2.6,8
304840,7.3,6
305075,8.3,6
305438,6.8,8
305451,6.3,7
306396,5.3,15
306407,6.9,120
306613,6.6,13
306824,8.0,9
307499,7.2,8
307763,4.2,6
307896,4.7,17
307906,8.4,152
307958,5.8,31
308292,6.4,90
308426,7.7,579
308491,5.0,9
308866,2.7,14
309592,6.8,427
309619,8.8,6
309953,7.1,7
309976,7.7,24
311530,8.2,1537
311577,4.8,6
311663,9.1,18
311898,6.7,6
313399,6.0,5
313425,2.2,69
313627,8.6,1109
314072,6.8,17
314685,7.3,74
314686,7.8,22
315490,6.7,16
315659,7.7,6
316114,8.2,5
316610,7.8,680
317324,7.4,142
317401,8.1,107
318595,3.5,11
318654,7.3,53
319556,2.5,425
319848,8.6,60
319937,5.4,11
320120,8.1,8
320445,6.9,26
320449,7.6,8
320619,8.9,31
320689,7.9,14
321903,8.2,4351
322231,7.2,49
322338,8.3,13
322364,8.0,24
322704,6.2,5
322800,6.5,14
322878,6.5,10
324626,5.0,24
324893,7.5,22
325420,7.1,198
325555,7.3,70
325948,7.3,27
325952,4.9,89
326114,6.5,8
326832,7.8,8
327376,4.8,22
327434,8.1,17
327488,3.5,13
328095,4.0,20
328245,6.2,6
328692,8.0,12
328705,8.3,69
328918,7.1,204
328944,8.0,5
330284,4.1,10
331413,6.4,5
331456,7.0,225
332061,6.7,9
332525,7.0,52
334498,5.5,23
334713,6.2,17
334715,8.8,32532
334750,9.0,5
339056,8.0,344
339550,5.0,5
339568,7.4,263
339850,4.3,119
339870,5.6,5
340139,6.8,5
340343,7.2,35
340440,8.7,713
342239,8.6,61
342306,6.8,8
342874,7.1,15
342887,3.4,15
344332,6.9,105
344538,4.6,5
344906,8.4,9
345237,7.3,165
345389,7.4,77
345528,5.0,62
345531,6.8,11
345944,7.8,2101
346149,8.5,74
347579,7.1,43
349773,3.9,51
350664,6.2,8
350692,6.8,18
350743,2.8,10
350745,7.9,17
351032,5.2,8
351328,7.9,51
352421,7.1,7
352697,7.3,87
353530,7.4,65
353554,5.2,9
353744,6.6,8
353993,7.8,18
354767,7.5,11
355004,7.9,92
355347,6.7,6
355562,6.3,10
355707,6.4,31
356266,6.7,40
356486,6.2,9
356786,8.6,43
357731,7.2,52
358031,6.2,27
358131,5.4,11
358848,8.2,6
359547,7.4,50
359585,8.3,11
360944,5.6,16
361478,7.3,69
362212,7.5,100
362461,8.6,49
362555,7.0,7
362637,8.5,6
362650,7.9,15
362875,8.7,26
363714,8.5,18
363948,8.5,73
364102,8.1,32
364181,3.2,20
364648,8.8,1549
365536,8.5,28
365576,5.1,7
365685,7.2,5
365756,6.6,25
366164,8.9,9
366165,8.2,5
366382,7.8,18
367173,8.4,11
372288,8.1,1453
372308,8.1,138
372413,5.0,34
372469,7.6,526
373689,7.0,22
373992,7.8,25
374029,7.4,181
374272,8.0,22
374465,4.4,5
374524,3.7,384
375082,6.9,13
375161,5.4,18
375681,6.7,13
375682,6.3,16
375683,5.7,17
375748,9.3,7
375911,8.3,71
376168,6.1,70
376431,6.8,2028
376780,6.2,70
376801,7.6,5
376803,7.6,8
376948,6.0,121
377096,6.6,5
377114,7.7,6
377137,6.7,9
377146,7.4,14
377155,8.3,25
377171,6.7,9
377231,8.1,23
377308,7.4,5
377324,6.0,5
377439,6.0,5
377491,5.8,5
377505,7.0,10
377545,6.6,7
377559,5.7,6
377575,7.1,9
377638,6.2,6
377642,7.8,15
377648,6.5,8
377656,6.0,28
377676,7.0,6
377710,4.8,6
377712,8.2,151
377714,8.0,30
377766,8.7,52
377771,8.1,8
377791,8.0,5
377792,7.4,5
377793,8.4,369
377802,7.4,50
377825,7.6,9
377828,7.6,7
377830,7.7,9
377863,8.1,8
377913,6.2,10
377965,8.8,64
378808,7.1,829
378956,7.2,30
379179,7.3,19
379401,6.6,539
379405,7.5,10
380226,2.9,41
380242,3.0,21
380409,7.6,80
380861,6.4,13
380870,7.1,9
380873,5.5,60
380874,5.7,25
380885,6.3,9
380887,6.8,11
380914,8.1,39
380923,7.9,61
380928,7.2,14
380936,6.5,33
380938,5.9,124
380946,8.0,21
380957,8.5,73
380959,6.6,80
380987,8.5,113
380988,7.1,22
381020,5.6,11
381067,8.4,210
381073,8.4,18
381078,7.7,48
381101,8.7,83
381108,7.6,45
381149,7.6,37
381157,8.2,26
381160,8.2,57
381168,8.5,27
381177,7.7,20
381186,8.4,230
381187,6.7,136
381641,7.2,361
381738,6.6,5
381748,8.3,23
381788,7.7,26
382189,5.1,19
382274,7.0,14
382280,8.1,30
382282,6.8,17
382283,7.8,35
382284,8.0,29
382470,3.4,38
382979,7.8,5
384166,6.4,9
384167,7.7,9
384169,7.5,8
384170,8.6,15
384172,7.5,6
384177,8.0,6
384186,6.6,20
384189,8.1,8
384193,5.4,8
384200,7.7,11
384214,7.0,7
384218,3.5,6
384223,7.5,8
384224,5.7,6
384228,6.9,12
384229,7.2,6
384233,8.3,6
384234,7.3,13
384237,7.2,18
384238,7.3,16
384243,8.2,16
384341,6.5,8
384359,7.6,10
384409,7.1,12
384740,6.7,10
384741,6.8,5
384744,6.9,20
384870,6.1,33
384871,5.8,20
385108,7.0,21
385143,9.2,43
385265,7.9,1130
385270,7.6,100
385271,6.7,15
385272,6.1,8
385311,5.7,12
385318,5.5,34
386448,6.8,44
387076,6.2,13
387146,7.8,8
387455,8.0,33
387743,8.5,26
388682,3.4,267
388689,8.9,10
389999,6.1,11
390443,5.0,11
391620,6.7,46
392143,7.5,33282
392463,8.3,73
392505,8.6,39
393208,6.8,22
393272,7.2,81
394365,7.2,21
394505,6.1,14
394549,7.3,15
395776,6.3,19
396168,8.3,158
399613,1.8,9
400743,7.5,27
400901,6.7,11
401030,7.4,643
412962,7.3,6
413580,8.2,35
413707,7.9,14
413910,7.0,320
413950,3.9,150
414069,6.4,42
414135,5.2,5
414149,4.5,13
414333,7.4,25
414656,6.9,7
422773,3.4,799
423602,8.6,60
423774,5.8,1392
424040,7.4,12
424077,6.8,52
424420,6.7,155
424434,7.9,28
424739,8.1,536
424764,5.6,50
424858,6.6,14
425179,8.3,230
425182,6.2,1924
425279,7.0,7
425401,3.7,10
426474,7.9,10
427127,7.2,19
428341,7.9,81
428482,8.4,404
430016,7.5,33
430057,6.0,6
430059,5.6,19
430060,6.0,16
430061,5.9,32
430062,4.1,9
430063,6.9,16
430064,4.4,7
430066,7.4,9
430067,4.3,28
430070,5.0,33
430071,7.5,22
430072,5.2,22
430087,5.5,193
430207,8.5,11
430949,4.8,10
431182,8.1,369
432183,8.1,53
436639,6.2,90
436749,7.2,65
438286,7.8,10
438449,6.8,19
440610,7.5,189
440620,4.0,21
440922,7.5,6
441049,6.1,205
441157,5.5,17
441177,7.9,1824
441532,7.2,752
441996,8.0,33
442386,5.9,12
442588,6.0,9
442668,5.5,14
442698,5.7,581
443094,7.2,20
443288,6.3,7
443291,7.6,86
443756,8.2,5
443891,8.6,27
444056,6.2,197
445631,2.2,34
445803,6.0,16
445856,4.6,7
446123,5.9,138
448671,6.0,40
450040,7.3,54
450051,7.0,48
450299,8.4,25
450438,7.6,106
450477,8.6,38
450878,3.6,24
450943,8.6,1743
451340,7.7,11
453796,5.0,7
454317,6.8,5
454505,7.5,42
455253,7.8,55
455267,7.4,56
455274,8.3,53
455278,7.5,54
455282,8.0,47
455284,7.3,50
455287,7.6,59
455293,7.4,44
455294,7.7,75
455295,7.5,49
455301,7.5,55
455302,8.0,65
455305,7.8,56
455309,7.6,56
455701,6.5,8
455880,6.8,19
456613,6.6,15
456699,6.3,7
456701,5.9,9
460247,6.0,6
460322,7.4,8
460492,3.7,19
460840,6.3,248
460859,7.2,76
460944,1.8,9
461195,8.0,6
461344,6.5,283
461403,5.9,16
461542,3.5,39
462067,4.9,97
463667,4.4,5
463841,7.6,16
464143,6.5,20
464147,5.8,13
464152,7.1,24
464155,6.9,10
464158,6.8,16
464160,6.1,20
464381,2.8,111
464450,8.4,9
464644,7.2,25
465071,2.9,35
465078,4.5,32
465080,3.4,27
465082,4.9,23
465084,3.3,34
465085,5.2,18
465088,5.0,33
465093,4.4,23
465152,5.1,17
465695,3.3,18
465947,4.3,131
466342,8.5,264
466422,4.1,7
466442,2.1,121
466468,2.1,333
466684,8.3,31
468201,7.4,10
468336,7.6,22
469456,6.2,127
469626,7.8,200
470551,7.6,188
470555,6.4,5
470578,6.1,9
470580,9.7,6
477604,7.2,58
478494,6.0,6
478625,7.6,14
478676,7.4,5
478936,8.0,5
479017,6.4,102
480555,7.6,8
481994,8.0,301
482893,7.6,221
485703,6.5,54
485763,9.1,28
485777,7.6,23
485781,6.6,140
485872,7.9,201
485917,7.9,38
486139,3.5,15
486223,8.3,6
486565,7.5,17
486689,7.6,207
487621,7.5,4225
487671,7.9,16
487719,4.4,101
488128,3.6,16
488603,7.6,8
488747,6.2,29
489204,6.6,264
489220,9.1,10
489311,7.1,40
490268,6.0,88
490363,7.0,19
490727,7.5,54
490842,6.6,23
490878,8.7,20
490943,6.8,19
490947,6.2,5
490949,8.3,9
490953,6.8,10
490955,7.6,9
490956,7.4,5
490957,6.7,9
491276,6.7,6
491519,7.8,36
491605,7.9,42
491769,5.0,84
492124,7.7,270
492140,7.4,9022
493486,8.2,32
493488,7.6,109
493816,7.5,15
494275,5.6,886
494336,8.1,61
494795,8.3,6
494796,6.3,21
494805,6.5,80
497220,6.8,455
497280,6.5,107
497382,5.7,51
497383,5.9,60
497384,7.5,29
497672,6.5,93
497778,6.9,38
497805,2.1,181
497971,4.6,51
498786,8.3,707
499037,7.3,114
499766,3.3,21
500057,6.9,23
500065,6.9,17
500116,7.0,17
500118,6.8,19
500265,7.0,10
500266,6.6,11
500642,3.9,13
500644,3.7,14
500646,4.9,11
500647,4.4,9
500648,4.7,11
501012,4.8,6
501145,7.2,5
501775,7.2,9
501922,5.0,11
501924,4.5,11
501926,4.6,10
501995,7.6,9
502097,5.9,15
502503,7.5,6
503460,5.6,17
503471,6.7,15
503509,7.7,2291
503513,6.9,9
503514,6.1,519
503595,8.0,146
504079,6.2,21
504284,8.2,24
504312,6.0,35
504396,4.0,14
504456,8.3,63
505060,6.6,11
505067,6.8,21
505918,7.8,68
507096,8.0,28
507798,7.9,10
507810,8.5,8
507842,6.8,8
508049,8.6,7
508113,7.6,27
508675,5.0,71
508735,6.2,20
508790,7.7,275
508824,7.5,254
508847,6.8,15
508880,8.0,5
509053,8.6,2237
509587,7.3,161
509604,5.4,8
